Ranking,User,Model,Results,Mean Reward,Std Reward
10147,MoeenTB,MoeenTB/ppo-LunarLander-v2_scratch_attempt12,-154.76,-43.48,111.28
10148,shahzebnaveed,shahzebnaveed/ppo-lunarlander,-154.86,-70.25,84.61
10149,lks02,lks02/ppo-LunarLander-v2,-154.86,-105.89,48.97
10150,gaokaobishuati,gaokaobishuati/ppo-LunarLander-gae0.98,-154.98,-105.88,49.1
10151,DiegoD616,DiegoD616/LunarLander-v2,-155.11,-118.98,36.13
10152,MorganWKen,MorganWKen/ppo-LunarLander-v4,-155.14000000000001,-131.24,23.9
10153,mus-shd,mus-shd/ppo-unit8-LunarLander-v2,-155.22,-95.54,59.68
10154,bee-eater78,bee-eater78/ppo-scratch-LunarLander-v1,-155.24,-116.46,38.78
10155,jannikskytt,jannikskytt/ppo-implemented-LunarLander-v2,-155.28,-105.68,49.6
10156,Ditrip,Ditrip/ppoCleanRL-LunarLander-v2,-155.52,-106.68,48.84
10157,diskya,diskya/clean-ppo-LunarLander-v2,-155.78,-110.24,45.54
10158,J4F4N4F,J4F4N4F/LunarLander-v2,-156.08,-98.84,57.24
10159,GideonFr,GideonFr/PPO-LunarLander-v2-low-gamma,-156.69,-34.75,121.94
10160,JfuentesR,JfuentesR/Lunar_lander_my_ppo,-156.85,-119.53,37.32
10161,lahirum,lahirum/ppo-LunarLander-v3,-156.85000000000002,-115.54,41.31
10162,RAWsi-18,RAWsi-18/LunarLander-v2,-157.37,-63.02,94.35
10163,robpitkin,robpitkin/lunar-lander-v2-from-scratch,-157.5,-30.69,126.81
10164,Dewa,Dewa/Rl-Lunar-model,-158.3,-130.3,28.0
10165,hussamalafandi,hussamalafandi/ppo-CartPole-v1,-158.47,-116.5,41.97
10166,Campqt,Campqt/ppo-LunarLander-v2-unit8,-158.57999999999998,-78.14,80.44
10167,gaokaobishuati,gaokaobishuati/ppo-CartPole-v1,-158.89,-114.56,44.33
10168,pirchavez,pirchavez/PPO-FirstModel,-158.97,-136.25,22.72
10169,kupru,kupru/ppo-sf-LunarLander-v2,-159.36,-98.73,60.63
10170,EliottD,EliottD/ppo-LunarLander-v210000,-159.48999999999998,-135.79,23.7
10171,margaretshark,margaretshark/ppo_from_scratch2,-159.54000000000002,-99.15,60.39
10172,jrad98,jrad98/ppo-LunarLander-v2_1,-159.73,-128.1,31.63
10173,Nord44,Nord44/DQN-LunarLander-v2_x4090_100k,-159.76,-31.76,128.0
10174,nikitakapitan,nikitakapitan/TEST4ppo-LunarLander-v2,-159.78,-133.0,26.78
10175,andriJulian,andriJulian/ppo-v2-sm,-160.08,-103.59,56.49
10176,peterchanjaon,peterchanjaon/lunartest,-160.37,-75.77,84.6
10177,dodisbeaver,dodisbeaver/ppo-LunarLander-v2-100000,-160.55,-106.55,54.0
10178,SuburbanLion,SuburbanLion/LunarLander-v2,-160.57999999999998,-77.41,83.17
10179,Vanster,Vanster/ppo-LunarLander-v2,-160.89,-114.31,46.58
10180,koala645,koala645/ppo-LunarLander-v2-tuned,-160.97000000000003,-133.83,27.14
10181,ShiyinTan,ShiyinTan/ppo-LunarLander-v2,-161.11,-124.33,36.78
10182,wahaha1987,wahaha1987/LunarLander-v2,-161.13,-107.17,53.96
10183,newbie4000,newbie4000/LunarLander-v2,-161.39,-105.94,55.45
10184,AmazonBBQ,AmazonBBQ/ppo-LunarLander-v2,-161.44,-143.52,17.92
10185,Mohanrajv27,Mohanrajv27/lunarmodel-v2,-161.56,-112.85,48.71
10186,mchen-hf-2023,mchen-hf-2023/LunarLander-v2-v2,-161.67,-118.99,42.68
10187,Taratata,Taratata/ppo-LunarLander-v2,-161.86,-120.06,41.8
10188,harryrudolph,harryrudolph/first_model,-162.10000000000002,-137.96,24.14
10189,pittawat,pittawat/LunarLander-v2-ppo,-162.12,-111.4,50.72
10190,KhanLee0930,KhanLee0930/ppo-1,-162.18,-111.23,50.95
10191,SwordAndTea,SwordAndTea/ppo-LunarLander-v2-scratch,-162.19,-109.77,52.42
10192,brahamdp,brahamdp/ppo-LunarLander-v2-8,-162.3,-115.36,46.94
10193,EviL0122,EviL0122/ppo-LunarLander-v2,-162.39999999999998,-88.3,74.1
10194,jariasn,jariasn/ppo-LunarLander-v2,-162.41,-126.67,35.74
10195,patebel,patebel/LunarLander,-162.48000000000002,-70.75,91.73
10196,mtlulka,mtlulka/ppo-LunarLander-v2_anneal,-162.49,-88.28,74.21
10197,aegis301,aegis301/ppo-LunarLander-v2,-162.49,-109.52,52.97
10198,leandromiguel,leandromiguel/ppo-LunarLander-8,-163.57,-62.52,101.05
10199,Shridipta-06,Shridipta-06/LunarLander-v2_unit8part1,-163.59,-128.49,35.1
10200,TPK-MAKG,TPK-MAKG/ppo-ReImagined-LunarLander-v2,-163.79999999999998,-130.01,33.79
10201,calvinyz,calvinyz/ppo-LunarLander-v1,-164.04,-111.07,52.97
10202,eeeendru,eeeendru/ppo-LunarLander-v2,-164.19,-133.19,31.0
10203,HailHydra,HailHydra/dqn-LunarLander-v2,-164.35,-126.06,38.29
10204,mikewzp,mikewzp/ppo-LunarLander-fail,-164.47,-121.22,43.25
10205,rana,rana/dqn-LunarLander-v2,-164.70999999999998,-116.99,47.72
10206,traxes,traxes/repos,-164.74,-130.18,34.56
10207,slava-medvedev,slava-medvedev/unit8-ppo-LunarLander-v2,-164.89,-75.94,88.95
10208,jacksee,jacksee/ppo-LunarLander-v2,-164.94,-69.89,95.05
10209,epsil,epsil/dqn-LunarLander-v2,-165.32,-112.74,52.58
10210,guirnd,guirnd/ppo-CartPole-v2,-165.77,-98.93,66.84
10211,Parthi,Parthi/ppo-LunarLander-v2,-165.95,-97.15,68.8
10212,cmenasse,cmenasse/ppo-CartPole-v1,-166.01999999999998,-108.97,57.05
10213,wanruixuanw,wanruixuanw/ppo-LunarLander-v2-TEST,-166.04999999999998,-134.54,31.51
10214,FBM,FBM/LunarLander-Manual,-166.12,-86.93,79.19
10215,ramsi-k,ramsi-k/LunarLander-v2-fromscratch,-166.16,-117.87,48.29
10216,Shivus,Shivus/ppo-LunarLander-v2,-166.64,-134.1,32.54
10217,jiaqihe,jiaqihe/ppo-cleanrl-CartPole-v1,-166.94,-101.28,65.66
10218,nokotin,nokotin/ppo-lunarlander-v1,-167.07,-105.37,61.7
10219,pnguyen810,pnguyen810/dqn-LunarLander-v2,-167.18,-71.53,95.65
10220,sayby,sayby/PPO-LunarLanderv2,-167.31,-57.21,110.1
10221,helpingstar,helpingstar/ppo-LunarLander-v1,-167.45,-83.97,83.48
10222,ange0102,ange0102/ppo-CartPole-v1-u8,-167.47,-124.11,43.36
10223,vovikdrg,vovikdrg/ppo-lunar-lander,-167.76,-98.64,69.12
10224,eolang,eolang/DRL-ppo-LunarLander-v2,-167.77,-91.93,75.84
10225,kraken2404,kraken2404/unit8_1_lunarlander_v2_2,-167.91,-117.88,50.03
10226,GuillBla,GuillBla/ppo-LunarLander-v2,-167.98000000000002,-88.48,79.5
10227,MichaelaIvanova,MichaelaIvanova/ppo-LunarLander-v2,-168.08,-136.33,31.75
10228,carlosaguayo,carlosaguayo/ppo-LunarLander-v2-003,-168.17,-136.1,32.07
10229,Flynews,Flynews/ppo-LunarLander,-168.92,-49.15,119.77
10230,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv2,-168.92000000000002,-144.59,24.33
10231,ghassenhannachi,ghassenhannachi/LunarLander-v2-unit8,-169.0,-105.52,63.48
10232,marimurta,marimurta/ppo-LunarLander-v2-cleanRL,-169.21,-110.31,58.9
10233,KaiquanMah,KaiquanMah/LunarLander-PPO,-169.45999999999998,-127.91,41.55
10234,McCheng,McCheng/ppo-LunarLander-v2-Unit8,-169.54000000000002,-115.54,54.0
10235,Lakoc,Lakoc/PPO8.1-LunarLander-v2,-169.85,-104.13,65.72
10236,asuzuki,asuzuki/PPO-LunarLander-v2,-170.16,-117.5,52.66
10237,Zan135,Zan135/ppo-LunarLander-v2,-170.24,-115.41,54.83
10238,haytamelouarrat,haytamelouarrat/ppo-CartPole-v1,-170.29,-119.53,50.76
10239,Niraya666,Niraya666/ppo-LunarLander-v2,-170.41,-133.19,37.22
10240,RL-Course-2023-Archive,RL-Course-2023-Archive/CrashMagnificently,-170.44,-78.59,91.85
10241,dimitarrskv,dimitarrskv/lunarlander-v2,-170.49,-118.54,51.95
10242,sryu1,sryu1/clearnrl-LunarLander-v2,-170.52,-127.26,43.26
10243,kiyotone,kiyotone/LunarLander,-170.59,-95.31,75.28
10244,TokyoNights,TokyoNights/ppo-LunarLander-v2,-170.62,-105.65,64.97
10245,Jimmy-Xing,Jimmy-Xing/ppo-LunarLander-v2-m2,-171.0,-130.79,40.21
10246,DoctorRobotnik,DoctorRobotnik/ppo-CartPole-v1,-171.03,-127.66,43.37
10247,Dabe,Dabe/LunarLanderPPO,-171.19,-71.24,99.95
10248,s14pe,s14pe/LunarLanderV2Own,-171.31,-135.94,35.37
10249,EExe,EExe/my_ppo_LunarLand,-171.32999999999998,-30.85,140.48
10250,angelinux,angelinux/clipped-LunarLander-v2,-171.45999999999998,-115.71,55.75
10251,imar0,imar0/LunarLander-v2,-171.6,-128.94,42.66
10252,Charles0831,Charles0831/ppo-LunarLander-v2-u8,-171.75,-129.24,42.51
10253,tayfen,tayfen/ppo_LL_default,-172.18,-124.18,48.0
10254,osanseviero,osanseviero/ppo-LunarLander-v7,-172.29,-172.29,0.0
10255,jxiao,jxiao/ppo-LunarLander-v2,-172.29,-112.58,59.71
10256,ZhihongDeng,ZhihongDeng/ppo-LunarLander-v2,-172.38,-124.48,47.9
10257,yazmood,yazmood/ppo-LunarLander-v2,-173.04,-123.88,49.16
10258,Isaacgv,Isaacgv/Lunar-v2,-173.34,-109.89,63.45
10259,gauthamk28,gauthamk28/LunarLander-v2,-173.54,-69.74,103.8
10260,Felix555,Felix555/LunarLander-v2,-173.56,-126.53,47.03
10261,Lendalf,Lendalf/LunarLander-Unit8part1,-173.60000000000002,-118.01,55.59
10262,zhanghwei,zhanghwei/ppo_second,-173.62,-123.26,50.36
10263,stinoco,stinoco/PPO-LunarLander-v2,-173.68,-122.49,51.19
10264,nhiro3303,nhiro3303/ppo-LunarLander-v2_1,-173.74,-111.64,62.1
10265,zbenmo,zbenmo/ppo_clearRL-LunarLander-v2,-174.0,-115.97,58.03
10266,alient12,alient12/ppo-CartPole-v1,-174.05,-132.72,41.33
10267,eloise54,eloise54/cleanRL-ppo-LunarLander-v2,-174.20999999999998,-118.35,55.86
10268,halatmit,halatmit/ppo-LunarLander-v2,-174.54,-135.67,38.87
10269,ra9hu,ra9hu/ppo-LunarLander-v2,-174.54000000000002,-121.59,52.95
10270,isotnek,isotnek/ppo-LunarLander-v2,-174.76999999999998,-126.35,48.42
10271,mojoee,mojoee/PPO-LunarLander-v2-self,-174.8,-124.76,50.04
10272,polskikoreanczyk,polskikoreanczyk/ppo-LunarLander-v2,-175.04,-119.35,55.69
10273,sarwarbeing,sarwarbeing/LunarLander-v2-pytorch,-175.06,-99.79,75.27
10274,Bacardii,Bacardii/ppo-LunarLander-v2,-175.32,-91.4,83.92
10275,Feldi,Feldi/ppoSelf-LunarLender-v2,-175.48000000000002,-106.81,68.67
10276,venkatesh000,venkatesh000/ppo-LunarLander-v2,-175.62,-85.27,90.35
10277,culteejen,culteejen/dqn-LunarLander-v2-gamma-1.0-C-10000,-175.89000000000001,-154.71,21.18
10278,Lendalf,Lendalf/deeprlcourse,-175.92000000000002,-146.15,29.77
10279,Lamurias,Lamurias/LunarLandingV2PPO,-176.49,-91.86,84.63
10280,kraken2404,kraken2404/ppo_lunarlander_unit1_v3,-176.65,-45.53,131.12
10281,ColabPro,ColabPro/PPO-LunarLander-v2-v4,-176.89000000000001,-133.36,43.53
10282,BBBBirdIsTheWord,BBBBirdIsTheWord/LunarLander-v2_u8,-176.9,-176.9,0.0
10283,zhammack,zhammack/ppo-LunarLander-v2,-177.1,-118.11,58.99
10284,ltse5,ltse5/gwclunarlander-2,-177.12,-95.46,81.66
10285,RL-Course-2023-Archive,RL-Course-2023-Archive/ppo-LunarLander-v2-Zuber,-177.37,-127.69,49.68
10286,Mythologis,Mythologis/ppo-LunarLander-v3,-178.18,-127.09,51.09
10287,haanjack,haanjack/ppo-LunarLander-v2-unit8,-178.45,-130.5,47.95
10288,johnnyluhk,johnnyluhk/ppo-LunarLander-v2,-178.5,-120.9,57.6
10289,HumanFace,HumanFace/ppo-LunarLander-v2,-178.59,-138.56,40.03
10290,SpookyWooky5,SpookyWooky5/ppo-U8-LunarLander-v2,-178.75,-107.93,70.82
10291,Beatokaine,Beatokaine/LunarLander-Test-Kaine,-179.16000000000003,-159.24,19.92
10292,RamtinMoslemi,RamtinMoslemi/LunarLander_PPO_100K,-179.22,-102.88,76.34
10293,Iamvincent,Iamvincent/LunarLander-v2,-179.24,-134.65,44.59
10294,ZioYuri78,ZioYuri78/PPO_LL_V2_testing_test,-180.01,-64.96,115.05
10295,Lorius2,Lorius2/unit8-LunarLander-v2,-180.32999999999998,-124.99,55.34
10296,sheryliza,sheryliza/lunarlander-v2,-180.77999999999997,-140.98,39.8
10297,nineteen-characters,nineteen-characters/ppo-LunarLander-v2,-180.78,-140.55,40.23
10298,zap-thamm,zap-thamm/Custom-PPO-LunarLander-v2,-181.13,-112.84,68.29
10299,EliottD,EliottD/ppo-LunarLander-v21000,-181.62,-146.54,35.08
10300,745H1N,745H1N/LunarLander-v2-DQN-optuna,-181.85000000000002,-140.18,41.67
10301,ValentinGuigon,ValentinGuigon/ppo-LunarLander-v2,-182.17000000000002,-94.79,87.38
10302,giladrefael,giladrefael/PPO_test,-182.20999999999998,-146.98,35.23
10303,rodri2023,rodri2023/ppo-unit8-LunarLander-v2,-182.26,-122.86,59.4
10304,matterxleben,matterxleben/ppo-LunarLander-v2,-182.41,-127.43,54.98
10305,jdospina,jdospina/ppo-LunarLander-v2-badtry,-182.61,-93.12,89.49
10306,osanseviero,osanseviero/test_sb3_is_working2,-182.85,-152.88,29.97
10307,kitrakrev,kitrakrev/u8-LunarLander-v2,-182.91,-120.98,61.93
10308,msani,msani/ppo-lunarlander-v2,-182.91000000000003,-162.36,20.55
10309,ancillaire,ancillaire/ppo-LunarLander-v2,-182.96,-128.62,54.34
10310,FBM,FBM/CartPool-Manual,-182.97000000000003,-111.18,71.79
10311,SANTIAGo2005,SANTIAGo2005/ppo-LunarLander-v2,-183.27,-116.26,67.01
10312,janzw,janzw/ppo-unit8-LunarLander-v2,-183.32999999999998,-138.26,45.07
10313,Saraaaaaaaaa,Saraaaaaaaaa/LunarLander,-183.37,-139.99,43.38
10314,RL-Course-2023-Archive,RL-Course-2023-Archive/ppo-LunarLander-v2-jmt,-183.85,-138.03,45.82
10315,djtar,djtar/LunarLander_dqn,-184.05,-71.71,112.34
10316,arenbeglaryan,arenbeglaryan/ppo-LunarLander-v2,-184.06,-117.39,66.67
10317,ltse5,ltse5/gwclunarlander,-184.07999999999998,-139.07,45.01
10318,kikijiki,kikijiki/ppo-CartPole-v1,-184.16,-139.06,45.1
10319,GaetanDubuc,GaetanDubuc/ppo-LunarLander-v2,-184.33,-148.71,35.62
10320,LaveshM,LaveshM/ppo-LunarLander-v2,-184.67000000000002,-50.05,134.62
10321,zhang94,zhang94/ppo-LunarLander-v2,-184.76999999999998,-72.19,112.58
10322,rahul-t-p,rahul-t-p/ppo-cleanrl-LunarLander-v2,-184.82,-124.17,60.65
10323,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv6,-184.86,-117.72,67.14
10324,robotman0,robotman0/ppo-LunarLander-v2,-185.2,-128.06,57.14
10325,ThoDum,ThoDum/DQN-LunarLander-v2,-185.25,-123.02,62.23
10326,elokquence37,elokquence37/ppo-LunarLander-v2_U8,-185.48000000000002,-139.96,45.52
10327,apple9855,apple9855/ppo-cleanrl-lunarlander-v2,-185.57,-88.66,96.91
10328,hmatzner,hmatzner/LunarLander-v2.2,-185.65,-114.68,70.97
10329,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv1,-185.78,-144.32,41.46
10330,ziwenyd,ziwenyd/ppo-LunarLander-v2-test,-186.35999999999999,-151.39,34.97
10331,bunnyTech,bunnyTech/LunarLander-v2-ppo-unit8p1,-186.45,-138.98,47.47
10332,mnneely,mnneely/LunarLandar_PPO,-186.82999999999998,-131.82,55.01
10333,Naruke,Naruke/LunarRadar-PPO,-186.95,-75.02,111.93
10334,nevepam,nevepam/ppo-LunarLander-v2_,-186.97,-142.97,44.0
10335,Fratius,Fratius/ppo-LunarLander-v2-casian,-187.41,-144.04,43.37
10336,vl-ml,vl-ml/deep-rl-unit1,-187.52,-52.99,134.53
10337,RightProfit,RightProfit/ppo-LunarLander-v2,-187.52,-144.9,42.62
10338,jovisaib,jovisaib/ppoLunarLander,-187.55,-131.53,56.02
10339,sagravela,sagravela/LunarLander-PPO,-187.78,-109.22,78.56
10340,Gabcsor,Gabcsor/ppo-LunarLander-v2,-187.81,-122.99,64.82
10341,Stokrotka,Stokrotka/LunarLander-ppo,-187.94,-128.67,59.27
10342,NotAgain0,NotAgain0/ppo-LunarLander-v2,-188.10999999999999,-166.2,21.91
10343,kostasang,kostasang/customPPO-LunarLander-v2,-188.2,-113.57,74.63
10344,dineshresearch,dineshresearch/ppo-LunarLander-v2,-188.31,-119.34,68.97
10345,FaryalS,FaryalS/A2C-LunarLander-v2,-188.35999999999999,-140.63,47.73
10346,javiervela,javiervela/ppo-impl-LunarLander-v2,-188.64,-116.26,72.38
10347,AndrewL088,AndrewL088/ppo-Luna-v2,-188.72,-132.25,56.47
10348,LMN8R,LMN8R/ppo-LunarLander-v4,-188.84,-144.33,44.51
10349,sumyahhh,sumyahhh/ppo-LunarLander-v2,-188.91,-136.15,52.76
10350,Tiru8055,Tiru8055/ppo-LunarLander-v2,-189.09,-124.73,64.36
10351,wenmingface,wenmingface/ppo-LunarLander-v2,-189.26,-136.12,53.14
10352,kulkaran,kulkaran/ppo-LunarLander-v2,-189.44,-18.48,170.96
10353,IvanKhoma,IvanKhoma/ppo-LunarLander-v2,-189.87,-124.14,65.73
10354,workRL,workRL/testppo,-189.88,-152.01,37.87
10355,Lakoc,Lakoc/PPO8-LunarLander-v2,-189.88,-122.19,67.69
10356,Noel-lawrence,Noel-lawrence/ppo-CartPole-v1,-190.14999999999998,-119.38,70.77
10357,atharv-16,atharv-16/LunarLander-v2,-190.21,-141.27,48.94
10358,dmenini,dmenini/ppo-clean-LunarLander-v2,-190.49,-95.63,94.86
10359,Beniuv,Beniuv/ppo-LunarLanderv2-unit8,-190.56,-136.56,54.0
10360,tux,tux/LunarLanderV2_ppo_from_scratch,-190.85999999999999,-151.29,39.57
10361,KubiakJakub01,KubiakJakub01/LunarLander-v2,-190.95,-126.2,64.75
10362,torreygooch,torreygooch/PPO-LunarLander-V2,-191.3,-114.11,77.19
10363,nimoder,nimoder/zhangkaixuan,-191.37,-152.07,39.3
10364,satyamandavilli,satyamandavilli/lunar-scratch,-191.64,-134.34,57.3
10365,MichaelYangCA,MichaelYangCA/ppo-LunarLander-v2,-191.76000000000002,-133.08,58.68
10366,qxakshat,qxakshat/ppoLunarLander,-191.78,-113.1,78.68
10367,Frorozcol,Frorozcol/ppo-CartPole-v1,-192.14000000000001,-138.96,53.18
10368,mryoshq,mryoshq/lunar8,-192.31,-138.47,53.84
10369,markanite,markanite/ppo-LunarLander-v2,-192.31,-146.39,45.92
10370,nimrita,nimrita/ppo-LunarLanderv2,-192.67000000000002,-123.94,68.73
10371,chenoi,chenoi/deepRL8-1,-192.70999999999998,-135.57,57.14
10372,Wtesqie,Wtesqie/lunarFirst,-192.73000000000002,-159.71,33.02
10373,Jbot,Jbot/LunarLander-v2,-192.77999999999997,-132.17,60.61
10374,DanuBizz,DanuBizz/PPO_LunarLander-v2,-192.88,-146.16,46.72
10375,tung491,tung491/Lunar_Landing_v2_unit8,-192.92000000000002,-106.31,86.61
10376,adrian-nf,adrian-nf/ppo-LunarLander-v2-scratch,-193.01,-71.67,121.34
10377,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv4,-193.28,-154.66,38.62
10378,Raiden-1001,Raiden-1001/ppo-Lander-v2,-193.53,-150.87,42.66
10379,HMGeo,HMGeo/ppo-LunarLander-v2,-193.98000000000002,-90.05,103.93
10380,ShreyasM,ShreyasM/Bonus-LunarLander-v2,-194.02,-113.68,80.34
10381,dhinman,dhinman/ppo-LunarLander-v2,-194.18,-134.86,59.32
10382,amir1m,amir1m/ppo-LunarLander-v2,-194.26,-160.39,33.87
10383,anders0204,anders0204/ppo-LunarLander-v2,-194.41000000000003,-127.37,67.04
10384,bnowak1831,bnowak1831/pp0-LunarLander-v2,-194.93,-125.15,69.78
10385,Hans14,Hans14/LunarLander-v2,-195.02,-97.43,97.59
10386,nitikaverma26,nitikaverma26/LunarLander-v2-ppo-unit8,-195.57,-126.38,69.19
10387,liqiu0202,liqiu0202/ppo-LunarLander-v2,-195.57000000000002,-22.49,173.08
10388,YanMaksi,YanMaksi/RN_LunarLander_V2,-195.60000000000002,-53.8,141.8
10389,makwingchi,makwingchi/ppo_part1,-195.65,-123.86,71.79
10390,steffel,steffel/ppo-LunarLander-v2-unit8,-195.72,-124.03,71.69
10391,randyhong,randyhong/ppo-LunarLander-v2,-195.94,-172.75,23.19
10392,mili7522,mili7522/ppo-cleanrl-LunarLander-v2,-195.97,-151.23,44.74
10393,RL-Course-2023-Archive,RL-Course-2023-Archive/ppo-LunarLander-JT,-196.07,-140.48,55.59
10394,thiomajid,thiomajid/ppo-LunarLander-v2,-196.17,-155.91,40.26
10395,gael1130,gael1130/ppo-LunarLander-v2-from-scratch-1,-196.26,-127.11,69.15
10396,Unterwexi,Unterwexi/LunarLander-v2-ppo-clearnRL,-196.47000000000003,-140.8,55.67
10397,Fresh96,Fresh96/ppo-LunarLander-v2,-196.48000000000002,-163.9,32.58
10398,DarthVadar,DarthVadar/TEST3ppo-LunarLander-v2,-196.64,-149.95,46.69
10399,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv5,-196.91000000000003,-172.05,24.86
10400,sadra-barikbin,sadra-barikbin/ppo-LunarLander-v2-unit8,-197.20999999999998,-101.69,95.52
10401,PiotrD,PiotrD/PPO-LunarLander-v5-50K_steps,-197.70000000000002,-177.15,20.55
10402,Nonennnn,Nonennnn/ppo-LunarLander-v2,-197.95999999999998,-131.73,66.23
10403,nikxtaco,nikxtaco/LunarLanderV2_PPOFromScratch,-197.99,-128.72,69.27
10404,vicfeuga,vicfeuga/ppo-LunarLander-v2,-198.0,-125.85,72.15
10405,Dhanraj1503,Dhanraj1503/LunarLander-ppo,-198.12,-136.24,61.88
10406,liudoujiang,liudoujiang/hugmymoddel,-198.18,-160.77,37.41
10407,bkhan2000,bkhan2000/LunaLander-v2,-198.22,-138.99,59.23
10408,csabazs,csabazs/LunarLanderCustom,-198.49,-120.15,78.34
10409,Antiraedus,Antiraedus/ppo-LunarLander,-198.59,-120.14,78.45
10410,justshim,justshim/ppo-LunarLander-v2-test,-198.67000000000002,-159.12,39.55
10411,vaas17,vaas17/ppo-LunarLander-v2,-198.85999999999999,-170.7,28.16
10412,juchaeh,juchaeh/ppo-LunarLander-v2,-199.34,-159.41,39.93
10413,peterdamn,peterdamn/ppo-CartPole-v1,-199.96,-134.11,65.85
10414,kelestemur,kelestemur/ppo-LunarLander-v2,-200.35,-147.87,52.48
10415,bitcloud2,bitcloud2/ppo_scratch,-200.65,-118.04,82.61
10416,aiartwork,aiartwork/ppo-LunarLander-v2,-200.73,-123.63,77.1
10417,Hamze-Hammami,Hamze-Hammami/Land-Lunar-from-Sratch,-201.24,-122.67,78.57
10418,rushil1808,rushil1808/lunarland,-201.39000000000001,-150.93,50.46
10419,hruslen,hruslen/LunarLander-v2-ppo-self,-201.41000000000003,-126.43,74.98
10420,JonhL,JonhL/ppo-LunarLander,-201.47,-128.59,72.88
10421,EliottD,EliottD/ppo-LunarLander-v2100,-201.49,-164.22,37.27
10422,Appalachia,Appalachia/ppo-LunarLander-v2,-201.61,-171.28,30.33
10423,HazemHM,HazemHM/PPO-LunarLander,-201.85000000000002,-135.3,66.55
10424,lunared473,lunared473/ppo-scratch-LunarLander-v2,-201.95,-135.92,66.03
10425,Nelsonlin0321,Nelsonlin0321/ppo-CartPole-v2,-202.01,-134.63,67.38
10426,mixklim,mixklim/ppo-LunarLander-u8,-202.2,-125.49,76.71
10427,mattjmattj,mattjmattj/HF_RL_unit8_PPO_LunarLander-v2,-202.47,-131.47,71.0
10428,jason1i,jason1i/ppo-LunarLander-v2-u8.0,-202.47,-133.57,68.9
10429,sofiapecora,sofiapecora/ppo-LunarLander-u8,-202.48000000000002,-132.25,70.23
10430,dawoz,dawoz/ppo-from-scratch-LunarLander-v2,-202.5,-144.22,58.28
10431,devmlops,devmlops/ppo-LunarLander-v2,-202.55,-162.03,40.52
10432,amanoyaku,amanoyaku/ppo-LunarLander-v2,-202.95999999999998,-110.8,92.16
10433,sohm,sohm/ppo-LunarLander-v2-Lunar100Kv3,-203.0,-142.12,60.88
10434,Samalabama66,Samalabama66/CRL-PPO-LunarLander-v2,-203.02,-143.09,59.93
10435,yhyeo0202,yhyeo0202/ppo-LunarLander-v2,-203.03,-107.89,95.14
10436,eLarry,eLarry/LunarLander-v2-unit-08,-203.23,-132.35,70.88
10437,GadH,GadH/ppo-LunarLander-v2,-203.23999999999998,-144.42,58.82
10438,z4x,z4x/ppo-LunarLander-v2-CleanRL,-203.36,-125.6,77.76
10439,vadhri,vadhri/LunarLander-v2,-203.49,-134.94,68.55
10440,khaled5321,khaled5321/ppo-lunar,-203.52,-127.62,75.9
10441,onangeko,onangeko/my-ppo,-203.6,-142.89,60.71
10442,Cesar514,Cesar514/ppo-LunarLander-v2,-203.62,-130.73,72.89
10443,dkimds,dkimds/ppo-LunarLander-v2,-203.75,-132.01,71.74
10444,taoist,taoist/ppo-LunarLander-v2-2,-204.19,-127.75,76.44
10445,reachrkr,reachrkr/LunarLander-v2,-204.27,-147.49,56.78
10446,Paisano1412,Paisano1412/ppo-LunarLander-v2,-204.52999999999997,-133.32,71.21
10447,ivanchangoluisa,ivanchangoluisa/ppo-LunarLander-v2,-204.68,-157.86,46.82
10448,Mattffc4,Mattffc4/ppo-LunarLander-v2,-204.89,-155.67,49.22
10449,Nebyx,Nebyx/LunarLanderunit8,-204.98000000000002,-128.72,76.26
10450,MoeenTB,MoeenTB/ppo-LunarLander-v2_scratch_attempt11,-205.01,-102.09,102.92
10451,Isaac009,Isaac009/custom-LunarLander-v2,-205.06,-142.5,62.56
10452,flyman123,flyman123/ppo-LunarLander-v2,-205.13,-158.28,46.85
10453,nlamot,nlamot/ppo2,-205.19,-124.88,80.31
10454,mikegarts,mikegarts/LunarLander-v2.2,-205.20999999999998,-139.73,65.48
10455,Steddex,Steddex/ppo-LunarLander-v2-Unit8,-205.23,-141.73,63.5
10456,TheGreatDaniad,TheGreatDaniad/ppo-LunarLander-v2,-205.67000000000002,-115.55,90.12
10457,fabiochiu,fabiochiu/DQN-LunarLander-v2-500k,-205.76,-143.18,62.58
10458,sigma-bit-dot,sigma-bit-dot/deep-rl-lunarLander-reinforce-policy-grad,-205.89000000000001,-133.49,72.4
10459,mshibatatt,mshibatatt/cleanrlppo-LunarLander-v2,-205.92,-117.32,88.6
10460,Ferocious0xide,Ferocious0xide/ppo-LunarLander-v2,-205.97000000000003,-165.02,40.95
10461,albertqueralto,albertqueralto/unit8-ppo-LunarLander-v2,-206.0,-134.25,71.75
10462,io-roboto,io-roboto/ppo-LunarLander-v2-custom,-206.04,-157.06,48.98
10463,apparition,apparition/cleanrl_ppo-LunarLander,-206.13,-132.79,73.34
